,0,1
10747,UniRef90_A0A2T1M463,g__Escherichia.s__Escherichia_coli
10750,UniRef90_A0A381GXB4,g__Escherichia.s__Escherichia_coli
10751,UniRef90_A0A381GXB4,g__Klebsiella.s__Klebsiella_pneumoniae
10754,UniRef90_A0A066QL87,g__Escherichia.s__Escherichia_coli
10755,UniRef90_A0A066QL87,g__Klebsiella.s__Klebsiella_variicola
10756,UniRef90_A0A066QL87,g__Klebsiella.s__Klebsiella_pneumoniae
10757,UniRef90_A0A066QL87,g__Raoultella.s__Raoultella_ornithinolytica
10758,UniRef90_A0A066QL87,g__Klebsiella.s__Klebsiella_quasipneumoniae
10761,UniRef90_A0A1D3B2E4,g__Klebsiella.s__Klebsiella_pneumoniae
10765,UniRef90_A0A0T5XK32,g__Klebsiella.s__Klebsiella_pneumoniae
10767,UniRef90_A0A0T5XK32,g__Escherichia.s__Escherichia_coli
10769,UniRef90_A0A0T5XL88,g__Klebsiella.s__Klebsiella_pneumoniae
10771,UniRef90_A0A0T5XL88,g__Escherichia.s__Escherichia_coli
10773,UniRef90_A0A148HSZ5,g__Escherichia.s__Escherichia_coli
10775,UniRef90_P03018,g__Escherichia.s__Escherichia_coli
10776,UniRef90_P03018,g__Raoultella.s__Raoultella_ornithinolytica
10777,UniRef90_P03018,g__Klebsiella.s__Klebsiella_variicola
10778,UniRef90_P03018,g__Klebsiella.s__Klebsiella_pneumoniae
10781,UniRef90_A0A094WHY9,g__Escherichia.s__Escherichia_coli
10783,UniRef90_D3GWZ4,g__Escherichia.s__Escherichia_coli
10785,UniRef90_P32675,g__Klebsiella.s__Klebsiella_pneumoniae
10786,UniRef90_P32675,g__Escherichia.s__Escherichia_coli
10788,UniRef90_P56100,g__Klebsiella.s__Klebsiella_pneumoniae
10789,UniRef90_P56100,g__Escherichia.s__Escherichia_coli
10791,UniRef90_A0A0T5XL64,g__Escherichia.s__Escherichia_coli
10792,UniRef90_A0A0T5XL64,g__Klebsiella.s__Klebsiella_pneumoniae
10794,UniRef90_A0A0T5XFN5,g__Escherichia.s__Escherichia_coli
10795,UniRef90_A0A0T5XFN5,g__Klebsiella.s__Klebsiella_pneumoniae
10798,UniRef90_A0A148HZF1,g__Escherichia.s__Escherichia_coli
10800,UniRef90_A0A066SWR7,g__Klebsiella.s__Klebsiella_pneumoniae
10801,UniRef90_A0A066SWR7,g__Escherichia.s__Escherichia_coli
10803,UniRef90_V0UN25,g__Escherichia.s__Escherichia_coli
10805,UniRef90_Q6TMI1,g__Escherichia.s__Escherichia_coli
10806,UniRef90_Q6TMI1,g__Raoultella.s__Raoultella_ornithinolytica
10807,UniRef90_Q6TMI1,g__Klebsiella.s__Klebsiella_variicola
10808,UniRef90_Q6TMI1,g__Klebsiella.s__Klebsiella_quasipneumoniae
10809,UniRef90_Q6TMI1,g__Klebsiella.s__Klebsiella_variicola_CAG_634
10811,UniRef90_Q6TMI1,g__Klebsiella.s__Klebsiella_pneumoniae
10815,UniRef90_A4WEJ6,g__Klebsiella.s__Klebsiella_pneumoniae
10816,UniRef90_A4WEJ6,g__Escherichia.s__Escherichia_coli
10818,UniRef90_A0A0H2Z5S9,g__Escherichia.s__Escherichia_coli
10820,UniRef90_W1EYM3,g__Escherichia.s__Escherichia_coli
10822,UniRef90_A0A074H3I3,g__Escherichia.s__Escherichia_coli
10825,UniRef90_P0ACI8,g__Raoultella.s__Raoultella_ornithinolytica
10826,UniRef90_P0ACI8,g__Escherichia.s__Escherichia_coli
10828,UniRef90_P0ACI8,g__Klebsiella.s__Klebsiella_pneumoniae
10829,UniRef90_P0ACI8,g__Klebsiella.s__Klebsiella_variicola
10830,UniRef90_P0ACI8,g__Klebsiella.s__Klebsiella_variicola_CAG_634
10832,UniRef90_A0A0T5XE44,g__Escherichia.s__Escherichia_coli
10834,UniRef90_A0A0T5XE44,g__Klebsiella.s__Klebsiella_pneumoniae
10836,UniRef90_A0A377KCI4,g__Escherichia.s__Escherichia_coli
10840,UniRef90_A0A0T5XJD9,g__Escherichia.s__Escherichia_coli
10841,UniRef90_A0A0T5XJD9,g__Klebsiella.s__Klebsiella_pneumoniae
10844,UniRef90_A0A1B3F5R2,g__Klebsiella.s__Klebsiella_pneumoniae
10847,UniRef90_A0A376LFB7,g__Escherichia.s__Escherichia_coli
10848,UniRef90_A0A376LFB7,g__Klebsiella.s__Klebsiella_pneumoniae
10851,UniRef90_A0A0T5XHS0,g__Escherichia.s__Escherichia_coli
10852,UniRef90_A0A0T5XHS0,g__Klebsiella.s__Klebsiella_pneumoniae
10855,UniRef90_E3XGG7,g__Escherichia.s__Escherichia_coli
10857,UniRef90_A0A023YYE7,g__Escherichia.s__Escherichia_coli
10860,UniRef90_A0A0T5XK71,g__Klebsiella.s__Klebsiella_pneumoniae
10861,UniRef90_A0A0T5XK71,g__Escherichia.s__Escherichia_coli
10862,UniRef90_A0A0T5XK71,g__Raoultella.s__Raoultella_ornithinolytica
10864,UniRef90_A0A155YA26,g__Klebsiella.s__Klebsiella_pneumoniae
10865,UniRef90_A0A155YA26,g__Klebsiella.s__Klebsiella_variicola
10867,UniRef90_V0VBD5,g__Escherichia.s__Escherichia_coli
10869,UniRef90_Q46756,g__Escherichia.s__Escherichia_coli
10872,UniRef90_A0A0T5XFQ0,g__Escherichia.s__Escherichia_coli
10873,UniRef90_A0A0T5XFQ0,g__Klebsiella.s__Klebsiella_pneumoniae
10875,UniRef90_P37439,g__Raoultella.s__Raoultella_ornithinolytica
10876,UniRef90_P37439,g__Escherichia.s__Escherichia_coli
10877,UniRef90_P37439,g__Klebsiella.s__Klebsiella_variicola_CAG_634
10878,UniRef90_P37439,g__Klebsiella.s__Klebsiella_pneumoniae
10880,UniRef90_P37439,g__Klebsiella.s__Klebsiella_variicola
10882,UniRef90_P0ACF2,g__Escherichia.s__Escherichia_coli
10883,UniRef90_P0ACF2,g__Klebsiella.s__Klebsiella_variicola_CAG_634
10884,UniRef90_P0ACF2,g__Klebsiella.s__Klebsiella_variicola
10885,UniRef90_P0ACF2,g__Klebsiella.s__Klebsiella_quasipneumoniae
10886,UniRef90_P0ACF2,g__Klebsiella.s__Klebsiella_pneumoniae
10887,UniRef90_P0ACF2,g__Raoultella.s__Raoultella_ornithinolytica
10889,UniRef90_A0A370Z9F3,g__Klebsiella.s__Klebsiella_pneumoniae
10892,UniRef90_U9Y3P0,g__Escherichia.s__Escherichia_coli
10894,UniRef90_A7ZKV8,g__Klebsiella.s__Klebsiella_pneumoniae
10895,UniRef90_A7ZKV8,g__Escherichia.s__Escherichia_coli
10896,UniRef90_A7ZKV8,g__Raoultella.s__Raoultella_ornithinolytica
10898,UniRef90_A0A125WY40,g__Escherichia.s__Escherichia_coli
10900,UniRef90_A0A0Q3C331,g__Escherichia.s__Escherichia_coli
10902,UniRef90_A0A0A0GNT6,g__Escherichia.s__Escherichia_coli
10906,UniRef90_W8TUT7,g__Escherichia.s__Escherichia_coli
10910,UniRef90_V0V1C8,g__Escherichia.s__Escherichia_coli
10912,UniRef90_A4WFL5,g__Klebsiella.s__Klebsiella_pneumoniae
10914,UniRef90_A4WFL5,g__Escherichia.s__Escherichia_coli
10916,UniRef90_F4NHP2,g__Escherichia.s__Escherichia_coli
10919,UniRef90_A0A1D7PZX9,g__Escherichia.s__Escherichia_coli
10921,UniRef90_A8AE79,g__Escherichia.s__Escherichia_coli
10922,UniRef90_A8AE79,g__Klebsiella.s__Klebsiella_variicola
10924,UniRef90_A8AE79,g__Klebsiella.s__Klebsiella_variicola_CAG_634
10925,UniRef90_A8AE79,g__Klebsiella.s__Klebsiella_pneumoniae
10926,UniRef90_A8AE79,g__Raoultella.s__Raoultella_ornithinolytica
10928,UniRef90_A0A1M3RZK7,g__Escherichia.s__Escherichia_coli
10930,UniRef90_A0A376MFY3,g__Escherichia.s__Escherichia_coli
10932,UniRef90_V3E1N9,g__Klebsiella.s__Klebsiella_pneumoniae
10935,UniRef90_A0A2Z6ER65,g__Raoultella.s__Raoultella_ornithinolytica
10936,UniRef90_A0A2Z6ER65,g__Klebsiella.s__Klebsiella_variicola
10937,UniRef90_A0A2Z6ER65,g__Klebsiella.s__Klebsiella_quasipneumoniae
10938,UniRef90_A0A2Z6ER65,g__Escherichia.s__Escherichia_coli
10939,UniRef90_A0A2Z6ER65,g__Klebsiella.s__Klebsiella_pneumoniae
10943,UniRef90_A0A0D6GQC0,g__Escherichia.s__Escherichia_coli
10945,UniRef90_A0A376VZG8,g__Escherichia.s__Escherichia_coli
10947,UniRef90_A0A330BAX0,g__Escherichia.s__Escherichia_coli
10949,UniRef90_V0UU79,g__Escherichia.s__Escherichia_coli
10951,UniRef90_A0A0H4A236,g__Klebsiella.s__Klebsiella_pneumoniae
10953,UniRef90_H4L7F4,g__Escherichia.s__Escherichia_coli
10955,UniRef90_A0A0A8J600,g__Escherichia.s__Escherichia_coli
10956,UniRef90_A0A0A8J600,g__Klebsiella.s__Klebsiella_pneumoniae
10958,UniRef90_A0A376W182,g__Escherichia.s__Escherichia_coli
10961,UniRef90_A0A161QYW5,g__Escherichia.s__Escherichia_coli
10963,UniRef90_A0A377XE77,g__Klebsiella.s__Klebsiella_pneumoniae
10965,UniRef90_A0A023YWE4,g__Escherichia.s__Escherichia_coli
10967,UniRef90_A0A0A0GRC7,g__Escherichia.s__Escherichia_coli
10969,UniRef90_A0A0T5XE18,g__Klebsiella.s__Klebsiella_pneumoniae
10971,UniRef90_A0A0T5XE18,g__Escherichia.s__Escherichia_coli
10979,UniRef90_A0A0G3SF13,g__Klebsiella.s__Klebsiella_pneumoniae
10980,UniRef90_A0A0G3SF13,g__Escherichia.s__Escherichia_coli
10983,UniRef90_A0A2C9ZY96,g__Escherichia.s__Escherichia_coli
10986,UniRef90_A4W924,g__Escherichia.s__Escherichia_coli
10987,UniRef90_A4W924,g__Klebsiella.s__Klebsiella_pneumoniae
10991,UniRef90_A0A066SX81,g__Escherichia.s__Escherichia_coli
10994,UniRef90_A0A0T5XRQ8,g__Klebsiella.s__Klebsiella_pneumoniae
10996,UniRef90_A0A0T5XFR2,g__Klebsiella.s__Klebsiella_pneumoniae
10997,UniRef90_A0A0T5XFR2,g__Escherichia.s__Escherichia_coli
11000,UniRef90_V0S8I0,g__Escherichia.s__Escherichia_coli
11002,UniRef90_A0A2P9E0C1,g__Raoultella.s__Raoultella_ornithinolytica
11003,UniRef90_A0A2P9E0C1,g__Klebsiella.s__Klebsiella_variicola
11004,UniRef90_A0A2P9E0C1,g__Klebsiella.s__Klebsiella_pneumoniae
11005,UniRef90_A0A2P9E0C1,g__Escherichia.s__Escherichia_coli
11006,UniRef90_A0A2P9E0C1,g__Klebsiella.s__Klebsiella_quasipneumoniae
11008,UniRef90_A0A370ZAY2,g__Klebsiella.s__Klebsiella_pneumoniae
11011,UniRef90_A0A376P312,g__Escherichia.s__Escherichia_coli
11013,UniRef90_A0A376LM77,g__Escherichia.s__Escherichia_coli
11014,UniRef90_A0A376LM77,g__Klebsiella.s__Klebsiella_pneumoniae
11017,UniRef90_A0A1D7PLZ6,g__Escherichia.s__Escherichia_coli
11023,UniRef90_P76417,g__Klebsiella.s__Klebsiella_pneumoniae
11024,UniRef90_P76417,g__Escherichia.s__Escherichia_coli
11027,UniRef90_A0A0T5XEU8,g__Klebsiella.s__Klebsiella_pneumoniae
11029,UniRef90_A0A0T5XEU8,g__Escherichia.s__Escherichia_coli
11031,UniRef90_A0A377KE09,g__Escherichia.s__Escherichia_coli
11033,UniRef90_UPI000A0F69A6,g__Escherichia.s__Escherichia_coli
11036,UniRef90_A0A377LYI5,g__Escherichia.s__Escherichia_coli
11038,UniRef90_UPI000DF1318C,g__Klebsiella.s__Klebsiella_pneumoniae
11039,UniRef90_UPI000DF1318C,g__Klebsiella.s__Klebsiella_quasipneumoniae
11040,UniRef90_UPI000DF1318C,g__Klebsiella.s__Klebsiella_variicola
11042,UniRef90_A0A0T5XDU4,g__Escherichia.s__Escherichia_coli
11043,UniRef90_A0A0T5XDU4,g__Klebsiella.s__Klebsiella_pneumoniae
11045,UniRef90_A8AHA5,g__Escherichia.s__Escherichia_coli
11046,UniRef90_A8AHA5,g__Klebsiella.s__Klebsiella_pneumoniae
11047,UniRef90_A8AHA5,g__Klebsiella.s__Klebsiella_variicola
11048,UniRef90_A8AHA5,g__Klebsiella.s__Klebsiella_quasipneumoniae
11049,UniRef90_A8AHA5,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11051,UniRef90_A8AHA5,g__Raoultella.s__Raoultella_ornithinolytica
11053,UniRef90_A0A073UKY7,g__Escherichia.s__Escherichia_coli
11055,UniRef90_A0A1M3RWE2,g__Escherichia.s__Escherichia_coli
11057,UniRef90_A0A3A3EWY1,g__Escherichia.s__Escherichia_coli
11059,UniRef90_A0A066SW62,g__Escherichia.s__Escherichia_coli
11060,UniRef90_A0A066SW62,g__Klebsiella.s__Klebsiella_pneumoniae
11066,UniRef90_A0A246NR38,g__Escherichia.s__Escherichia_coli
11070,UniRef90_A0A133S1L9,g__Veillonella.s__Veillonella_atypica
11073,UniRef90_A4W8A9,g__Klebsiella.s__Klebsiella_pneumoniae
11074,UniRef90_A4W8A9,g__Escherichia.s__Escherichia_coli
11076,UniRef90_A0A0H3PY41,g__Escherichia.s__Escherichia_coli
11078,UniRef90_V0SVE4,g__Escherichia.s__Escherichia_coli
11082,UniRef90_D8A3C7,g__Escherichia.s__Escherichia_coli
11084,UniRef90_A0A0T5XE68,g__Raoultella.s__Raoultella_ornithinolytica
11086,UniRef90_A0A0T5XE68,g__Klebsiella.s__Klebsiella_pneumoniae
11087,UniRef90_A0A0T5XE68,g__Escherichia.s__Escherichia_coli
11088,UniRef90_A0A0T5XE68,g__Klebsiella.s__Klebsiella_quasipneumoniae
11089,UniRef90_A0A0T5XE68,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11090,UniRef90_A0A0T5XE68,g__Klebsiella.s__Klebsiella_variicola
11092,UniRef90_A0A0T5XEW9,g__Klebsiella.s__Klebsiella_pneumoniae
11094,UniRef90_A0A0T5XEW9,g__Escherichia.s__Escherichia_coli
11100,UniRef90_A0A3D3Q6R9,g__Escherichia.s__Escherichia_coli
11106,UniRef90_A0A3A3RJ09,g__Escherichia.s__Escherichia_coli
11107,UniRef90_A0A3A3RJ09,g__Raoultella.s__Raoultella_ornithinolytica
11108,UniRef90_A0A3A3RJ09,g__Klebsiella.s__Klebsiella_quasipneumoniae
11109,UniRef90_A0A3A3RJ09,g__Klebsiella.s__Klebsiella_variicola
11111,UniRef90_A0A377EA64,g__Escherichia.s__Escherichia_coli
11113,UniRef90_A0A377EA64,g__Klebsiella.s__Klebsiella_pneumoniae
11117,UniRef90_P09146,g__Escherichia.s__Escherichia_coli
11118,UniRef90_P09146,g__Klebsiella.s__Klebsiella_variicola
11119,UniRef90_P09146,g__Klebsiella.s__Klebsiella_pneumoniae
11136,UniRef90_A0A0T5XNI4,g__Klebsiella.s__Klebsiella_pneumoniae
11137,UniRef90_A0A0T5XNI4,g__Escherichia.s__Escherichia_coli
11143,UniRef90_H4KM23,g__Escherichia.s__Escherichia_coli
11145,UniRef90_V0VAG4,g__Escherichia.s__Escherichia_coli
11147,UniRef90_F5RWV2,g__Klebsiella.s__Klebsiella_pneumoniae
11150,UniRef90_A0A0H2VDF4,g__Escherichia.s__Escherichia_coli
11152,UniRef90_A0A133KSS7,g__Bifidobacterium.s__Bifidobacterium_bifidum
11154,UniRef90_A0A0J0HGD4,g__Escherichia.s__Escherichia_coli
11157,UniRef90_E9TKS6,g__Escherichia.s__Escherichia_coli
11159,UniRef90_V0XGT1,g__Escherichia.s__Escherichia_coli
11161,UniRef90_A0A2B7LS32,g__Escherichia.s__Escherichia_coli
11164,UniRef90_J7QJY5,g__Escherichia.s__Escherichia_coli
11169,UniRef90_A0A0F0XH39,g__Klebsiella.s__Klebsiella_pneumoniae
11175,UniRef90_A0A0T5XI90,g__Klebsiella.s__Klebsiella_pneumoniae
11176,UniRef90_A0A0T5XI90,g__Escherichia.s__Escherichia_coli
11179,UniRef90_A0A148H615,g__Escherichia.s__Escherichia_coli
11181,UniRef90_A0A0T5XGT1,g__Escherichia.s__Escherichia_coli
11182,UniRef90_A0A0T5XGT1,g__Klebsiella.s__Klebsiella_pneumoniae
11185,UniRef90_A0A0F0YHA1,g__Klebsiella.s__Klebsiella_pneumoniae
11187,UniRef90_H4USV2,g__Escherichia.s__Escherichia_coli
11189,UniRef90_A0A0T5XFQ9,g__Klebsiella.s__Klebsiella_pneumoniae
11191,UniRef90_A0A0T5XFQ9,g__Escherichia.s__Escherichia_coli
11193,UniRef90_A0A2G8ZQ62,g__Escherichia.s__Escherichia_coli
11197,UniRef90_A0A0T5XJZ8,g__Klebsiella.s__Klebsiella_pneumoniae
11203,UniRef90_Q8ZKL6,g__Escherichia.s__Escherichia_coli
11204,UniRef90_Q8ZKL6,g__Raoultella.s__Raoultella_ornithinolytica
11205,UniRef90_Q8ZKL6,g__Klebsiella.s__Klebsiella_pneumoniae
11208,UniRef90_A0A135PW21,g__Escherichia.s__Escherichia_coli
11211,UniRef90_A0A0T5XGT0,g__Klebsiella.s__Klebsiella_pneumoniae
11212,UniRef90_A0A0T5XGT0,g__Escherichia.s__Escherichia_coli
11219,UniRef90_A0A377KCF1,g__Escherichia.s__Escherichia_coli
11221,UniRef90_A0A0T5XLD7,g__Escherichia.s__Escherichia_coli
11223,UniRef90_A0A0T5XLD7,g__Klebsiella.s__Klebsiella_pneumoniae
11225,UniRef90_E3XL28,g__Escherichia.s__Escherichia_coli
11229,UniRef90_A0A2H9EJ70,g__Escherichia.s__Escherichia_coli
11231,UniRef90_P51066,g__Escherichia.s__Escherichia_coli
11232,UniRef90_P51066,g__Raoultella.s__Raoultella_ornithinolytica
11233,UniRef90_P51066,g__Klebsiella.s__Klebsiella_variicola
11235,UniRef90_P51066,g__Klebsiella.s__Klebsiella_quasipneumoniae
11236,UniRef90_P51066,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11237,UniRef90_P51066,g__Klebsiella.s__Klebsiella_pneumoniae
11241,UniRef90_A0A0T5XLD9,g__Escherichia.s__Escherichia_coli
11242,UniRef90_A0A0T5XLD9,g__Klebsiella.s__Klebsiella_pneumoniae
11245,UniRef90_P03768,g__Escherichia.s__Escherichia_coli
11247,UniRef90_A0A0T5XDU1,g__Klebsiella.s__Klebsiella_pneumoniae
11248,UniRef90_A0A0T5XDU1,g__Escherichia.s__Escherichia_coli
11251,UniRef90_A0A378C4F1,g__Klebsiella.s__Klebsiella_pneumoniae
11255,UniRef90_A0A370Z7S1,g__Klebsiella.s__Klebsiella_pneumoniae
11258,UniRef90_A0A080FV02,g__Escherichia.s__Escherichia_coli
11260,UniRef90_G2S0Z4,g__Escherichia.s__Escherichia_coli
11263,UniRef90_A0A2T3RU46,g__Escherichia.s__Escherichia_coli
11267,UniRef90_A0A066SW55,g__Escherichia.s__Escherichia_coli
11269,UniRef90_G8LNL8,g__Klebsiella.s__Klebsiella_pneumoniae
11271,UniRef90_A0A0B4ZVG9,g__Klebsiella.s__Klebsiella_pneumoniae
11273,UniRef90_V0V023,g__Escherichia.s__Escherichia_coli
11277,UniRef90_A0A0T5XRS9,g__Escherichia.s__Escherichia_coli
11278,UniRef90_A0A0T5XRS9,g__Klebsiella.s__Klebsiella_pneumoniae
11289,UniRef90_P0AAM9,g__Escherichia.s__Escherichia_coli
11290,UniRef90_P0AAM9,g__Klebsiella.s__Klebsiella_pneumoniae
11292,UniRef90_A0A0T5XII7,g__Escherichia.s__Escherichia_coli
11293,UniRef90_A0A0T5XII7,g__Klebsiella.s__Klebsiella_pneumoniae
11295,UniRef90_Q2LD74,g__Escherichia.s__Escherichia_coli
11298,UniRef90_A0A0T5XIP2,g__Escherichia.s__Escherichia_coli
11300,UniRef90_A0A0T5XIP2,g__Klebsiella.s__Klebsiella_pneumoniae
11302,UniRef90_C4ZQY9,g__Escherichia.s__Escherichia_coli
11303,UniRef90_C4ZQY9,g__Raoultella.s__Raoultella_ornithinolytica
11304,UniRef90_C4ZQY9,g__Klebsiella.s__Klebsiella_quasipneumoniae
11305,UniRef90_C4ZQY9,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11307,UniRef90_C4ZQY9,g__Klebsiella.s__Klebsiella_pneumoniae
11308,UniRef90_C4ZQY9,g__Klebsiella.s__Klebsiella_variicola
11310,UniRef90_A0A376F416,g__Klebsiella.s__Klebsiella_pneumoniae
11313,UniRef90_A0A376VWD5,g__Escherichia.s__Escherichia_coli
11316,UniRef90_A0A376ZNZ7,g__Escherichia.s__Escherichia_coli
11318,UniRef90_P0ABT7,g__Raoultella.s__Raoultella_ornithinolytica
11319,UniRef90_P0ABT7,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11320,UniRef90_P0ABT7,g__Klebsiella.s__Klebsiella_variicola
11321,UniRef90_P0ABT7,g__Klebsiella.s__Klebsiella_pneumoniae
11322,UniRef90_P0ABT7,g__Klebsiella.s__Klebsiella_quasipneumoniae
11324,UniRef90_P0ABT7,g__Escherichia.s__Escherichia_coli
11326,UniRef90_A0A3A5N9E8,g__Escherichia.s__Escherichia_coli
11329,UniRef90_A0A0T5XMH3,g__Klebsiella.s__Klebsiella_pneumoniae
11330,UniRef90_A0A0T5XMH3,g__Escherichia.s__Escherichia_coli
11332,UniRef90_A0A0A8U7X8,g__Escherichia.s__Escherichia_coli
11334,UniRef90_V0SEY4,g__Escherichia.s__Escherichia_coli
11336,UniRef90_A7ZHI7,g__Raoultella.s__Raoultella_ornithinolytica
11337,UniRef90_A7ZHI7,g__Escherichia.s__Escherichia_coli
11338,UniRef90_A7ZHI7,g__Klebsiella.s__Klebsiella_quasipneumoniae
11339,UniRef90_A7ZHI7,g__Klebsiella.s__Klebsiella_variicola
11340,UniRef90_A7ZHI7,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11341,UniRef90_A7ZHI7,g__Klebsiella.s__Klebsiella_pneumoniae
11344,UniRef90_A0A166YW94,g__Escherichia.s__Escherichia_coli
11346,UniRef90_E1IU80,g__Escherichia.s__Escherichia_coli
11348,UniRef90_P0A9G2,g__Escherichia.s__Escherichia_coli
11349,UniRef90_P0A9G2,g__Klebsiella.s__Klebsiella_pneumoniae
11351,UniRef90_P0A9G2,g__Klebsiella.s__Klebsiella_quasipneumoniae
11352,UniRef90_P0A9G2,g__Raoultella.s__Raoultella_ornithinolytica
11356,UniRef90_A0A0A0GR90,g__Escherichia.s__Escherichia_coli
11358,UniRef90_A0A0J3WEQ8,g__Escherichia.s__Escherichia_coli
11359,UniRef90_A0A0J3WEQ8,g__Klebsiella.s__Klebsiella_pneumoniae
11361,UniRef90_A0A0T5XLS8,g__Klebsiella.s__Klebsiella_pneumoniae
11362,UniRef90_A0A0T5XLS8,g__Escherichia.s__Escherichia_coli
11365,UniRef90_A0A1V6M886,g__Klebsiella.s__Klebsiella_pneumoniae
11367,UniRef90_A0A0T5XKN4,g__Klebsiella.s__Klebsiella_pneumoniae
11368,UniRef90_A0A0T5XKN4,g__Escherichia.s__Escherichia_coli
11371,UniRef90_U9Y9A9,g__Escherichia.s__Escherichia_coli
11373,UniRef90_U9ZT50,g__Escherichia.s__Escherichia_coli
11374,UniRef90_U9ZT50,g__Klebsiella.s__Klebsiella_variicola
11380,UniRef90_A0A135PYL4,g__Escherichia.s__Escherichia_coli
11382,UniRef90_A0A377U1P5,g__Klebsiella.s__Klebsiella_pneumoniae
11386,UniRef90_A0A1D7PU16,g__Escherichia.s__Escherichia_coli
11392,UniRef90_A6T4X1,g__Raoultella.s__Raoultella_ornithinolytica
11393,UniRef90_A6T4X1,g__Escherichia.s__Escherichia_coli
11394,UniRef90_A6T4X1,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11395,UniRef90_A6T4X1,g__Klebsiella.s__Klebsiella_variicola
11396,UniRef90_A6T4X1,g__Klebsiella.s__Klebsiella_pneumoniae
11397,UniRef90_A6T4X1,g__Klebsiella.s__Klebsiella_quasipneumoniae
11400,UniRef90_A0A0H2VDR0,g__Escherichia.s__Escherichia_coli
11402,UniRef90_A0A2T1LMM1,g__Klebsiella.s__Klebsiella_pneumoniae
11403,UniRef90_A0A2T1LMM1,g__Escherichia.s__Escherichia_coli
11408,UniRef90_A0A1V3CLA8,g__Escherichia.s__Escherichia_coli
11410,UniRef90_V0SCA5,g__Escherichia.s__Escherichia_coli
11412,UniRef90_A8AK39,g__Klebsiella.s__Klebsiella_quasipneumoniae
11413,UniRef90_A8AK39,g__Escherichia.s__Escherichia_coli
11414,UniRef90_A8AK39,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11415,UniRef90_A8AK39,g__Klebsiella.s__Klebsiella_variicola
11417,UniRef90_A8AK39,g__Raoultella.s__Raoultella_ornithinolytica
11419,UniRef90_A0A0T5XQ04,g__Klebsiella.s__Klebsiella_pneumoniae
11421,UniRef90_A0A0T5XQ04,g__Escherichia.s__Escherichia_coli
11423,UniRef90_P0A9L3,g__Escherichia.s__Escherichia_coli
11424,UniRef90_P0A9L3,g__Klebsiella.s__Klebsiella_pneumoniae
11427,UniRef90_A0A2K4P2N3,g__Raoultella.s__Raoultella_ornithinolytica
11428,UniRef90_A0A2K4P2N3,g__Klebsiella.s__Klebsiella_quasipneumoniae
11429,UniRef90_A0A2K4P2N3,g__Escherichia.s__Escherichia_coli
11430,UniRef90_A0A2K4P2N3,g__Klebsiella.s__Klebsiella_variicola
11432,UniRef90_A0A1X3ISC6,g__Escherichia.s__Escherichia_coli
11434,UniRef90_A0A090NWM7,g__Escherichia.s__Escherichia_coli
11438,UniRef90_V0VCD2,g__Escherichia.s__Escherichia_coli
11442,UniRef90_A0A0T5XG04,g__Klebsiella.s__Klebsiella_pneumoniae
11443,UniRef90_A0A0T5XG04,g__Escherichia.s__Escherichia_coli
11445,UniRef90_A0A377E8Y3,g__Escherichia.s__Escherichia_coli
11449,UniRef90_A0A154YBY2,g__Klebsiella.s__Klebsiella_pneumoniae
11454,UniRef90_V0SHP6,g__Escherichia.s__Escherichia_coli
11456,UniRef90_I6GAU6,g__Escherichia.s__Escherichia_coli
11459,UniRef90_A0A2U0MAH5,g__Klebsiella.s__Klebsiella_pneumoniae
11462,UniRef90_A0A0A2R9M9,g__Escherichia.s__Escherichia_coli
11463,UniRef90_A0A0A2R9M9,g__Klebsiella.s__Klebsiella_pneumoniae
11465,UniRef90_A0A377C495,g__Escherichia.s__Escherichia_coli
11469,UniRef90_A0A0H2V6K2,g__Escherichia.s__Escherichia_coli
11471,UniRef90_A0A2K4PC24,g__Escherichia.s__Escherichia_coli
11473,UniRef90_A0A370ZF42,g__Klebsiella.s__Klebsiella_pneumoniae
11476,UniRef90_Q1R5F0,g__Escherichia.s__Escherichia_coli
11478,UniRef90_P0A262,g__Escherichia.s__Escherichia_coli
11481,UniRef90_A4WFG6,g__Raoultella.s__Raoultella_ornithinolytica
11482,UniRef90_A4WFG6,g__Klebsiella.s__Klebsiella_quasipneumoniae
11484,UniRef90_A4WFG6,g__Klebsiella.s__Klebsiella_variicola
11485,UniRef90_A4WFG6,g__Klebsiella.s__Klebsiella_variicola_CAG_634
11486,UniRef90_A4WFG6,g__Escherichia.s__Escherichia_coli
11487,UniRef90_A4WFG6,g__Klebsiella.s__Klebsiella_pneumoniae
11489,UniRef90_A4WER2,g__Klebsiella.s__Klebsiella_pneumoniae
11491,UniRef90_A4WER2,g__Escherichia.s__Escherichia_coli
11493,UniRef90_A0A377K5V6,g__Escherichia.s__Escherichia_coli
11495,UniRef90_A0A377DC17,g__Klebsiella.s__Klebsiella_pneumoniae
11496,UniRef90_A0A377DC17,g__Escherichia.s__Escherichia_coli
